model_id,sample_id,patient_id,parent_id,model_name,synonyms,tissue,cancer_type,cancer_type_ncit_id,tissue_status,sample_site,cancer_type_detail,model_type,growth_properties,model_treatment,sampling_day,sampling_month,sampling_year,doi,pmed,msi_status,ploidy_snp6,ploidy_wes,ploidy_wgs,mutational_burden,model_comments,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,HCMI,suppliers,supplier,cat_number,species,gender,ethnicity,age_at_sampling,family_history_of_cancer,prior_same_malignancy,prior_other_malignancy,smoking_status,alcohol_exposure_intensity,alcohol_consumption_per_week,history_diabetes,diabetes_treatment,colorectal_cancer_risk_factors,patient_history_of_gastrointestinal_disorder,gastrointestinal_disorder_diagnosed,prior_synchronous_colon_rectal_tumours,history_prior_colon_polyps,previous_current_barretts_oesophagus,reflux_disease_prior,reflux_disease_treatment,h_pylori_infection,history_clinical_chronic_pancreatitis,tumour_grade,tnm_integrated,tnm_t,tnm_n,tnm_m,clinical_staging,metastasis_at_diagnosis,metastatic_site_at_diagnosis,method_procurement,sample_treatment,sample_treatment_details,radiation_type,prior_therapy_outcome,tumour_regression_score,colon_polyps_present_at_time_of_tissue_collection,venous_invasion_present,venous_invasion_type,lymphatic_invasion_present,perineural_invasion_present,gastric_oesophageal_junction,barretts_goblet_cells_present,oesophageal_columnar_metaplasia,goblet_cells_oesophageal_columnar_mucosa,degree_of_dysplasia_non_cancerous_oesophageal_columnar_mucosa,peripancreatic_lymph_nodes_tested_surgery,number_positive_peripancreatic_lymph_nodes,mlh1_expression_by_ihc,mlh1_promoter_methylation_status,msh2_expression_by_ihc,pms2_expression_by_ihc,msh6_expression_by_ihc,braf_mutation_identified,braf_expression_by_ihc,pik3ca_mutation_identified,pten_expression_by_ihc,pten_mutation_identified,kras_mutation_identified,mismatch_repair_status,preoperative_ce_alevel,crispr_ko_data
SIDM00664,SIDS00163,SIDP00129,,Hs-766T,H766T,Pancreas,Pancreatic Carcinoma,C8294,Metastasis,Lymph node,Pancreatic Adenocarcinoma,Cell Line,Adherent,,,,1973,,,MSS,2.397418312,2.463008163,,26.37,,,1298141,ACH-000178,HS766T_PANCREAS,CVCL_0334,,ATCC:HTB-134,ATCC,HTB-134,Homo Sapiens,Male,White,46,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01618,SIDS01341,SIDP01226,,HPB-ALL,,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,C7953,Unknown,Peripheral Blood,Childhood T Acute Lymphoblastic Leukemia,Cell Line,Suspension,Unknown,,,1973,,,,,1.909014811,,133.53,,,,ACH-000942,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1820,,DSMZ:ACC 483,DSMZ,ACC 483,Homo Sapiens,Male,East Asian,14,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01942,SIDS01809,SIDP01708,,HCM-SANG-0522-C18,WTSI-COLO_093,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Sigmoid colon,Colon Adenocarcinoma,Organoid,Unknown,Unknown,27,7,2017,,,MSS,,,1.88,4.96,,,,,,,HCM-SANG-0522-C18,,,,Homo Sapiens,Female,White,85,None,No,Yes,Unknown,,,,,Unknown,No,,No,Unknown,,,,,,,I,T2,N0,M0,Stage I,Non-metastatic (confirmed),,Anterior resection of rectum,None,,,,,No,No,,No,No,,,,,,,,,Not Assessed,,,,,,,,,,,,FALSE
SIDM00955,SIDS00489,SIDP00426,,COLO-783,,Skin,Melanoma,C3224,Metastasis,Right Axillary lymph node,Melanoma,Cell Line,Adherent,,,,1990,,,MSS,3.730669529,2.706165678,,70.84,,,1240125,ACH-000812,COLO783_SKIN,CVCL_1997,,DSMZ:ACC-257,DSMZ,ACC-257,Homo Sapiens,Female,Unknown,48,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00922,SIDS00095,SIDP00077,,Calu-3,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Pleural effusion,Lung Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,2.861778616,2.965755713,,26.66,,,687777,ACH-000392,CALU3_LUNG,CVCL_0609,,ATCC:HTB-55,ATCC,HTB-55,Homo Sapiens,Male,White,25,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,"cytoxan, bleomycin and adriamycin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01068,SIDS00525,SIDP00461,,HCC-78,HCC0078,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Pleural effusion,Lung Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,3.94242339,2.221402037,,29.08,,,1290908,ACH-000562,HCC78_LUNG,CVCL_2061,,DSMZ:ACC-563,DSMZ,ACC-563,Homo Sapiens,Male,Unknown,65,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01732,SIDS01589,SIDP00138,,J82-EBV,,Haematopoietic and Lymphoid,Non-Cancerous,C41168,Normal,Unknown,Non-Cancerous,Cell Line,Suspension,Transformed (EBV),,,,,,MSS,,1.999964843,,17.84,https://www.nature.com/articles/301429a0.pdf,J82-EBV was derived from the same patient as J82.,,ACH-002379,J82_MATCHED_NORMAL_TISSUE,,,,,,Homo Sapiens,Male,White,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01039,SIDS00535,SIDP00470,,JAR,,Placenta,Other Solid Cancers,C4646,Tumour,Placenta,Gestational Choriocarcinoma,Cell Line,Adherent,,,,,,,MSS,3.028224795,3.137046302,,52.95,,,907175,ACH-001529,JAR_PLACENTA,CVCL_0360,,DSMZ:ACC-462,DSMZ,ACC-462,Homo Sapiens,Female,White,24,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00148,SIDS00828,SIDP00740,,MCF7,ssMCF-7;MCF7/WT;IBMF-7;MCF7-CTRL,Breast,Breast Carcinoma,C4194,Metastasis,Pleural Effusion,Invasive Ductal Carcinoma Not Otherwise Specified,Cell Line,Adherent,,,,,,,MSS,2.974326926,3.274655914,,42.61,,KPL-1 has been shown by DNA fingerprinting to be cross-contaminated with cell line MCF-7 (DSMZ).,905946,ACH-000019,MCF7_BREAST,CVCL_0031,,NCI:MCF7,NCI,MCF7,Homo Sapiens,Female,White,69,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01265,SIDS00203,SIDP00165,SIDM00624,MM1S,,Haematopoietic and Lymphoid,Plasma Cell Myeloma,C3242,Tumour,Peripheral Blood,Plasma Cell Myeloma,Cell Line,Semi-Adherent,,,,1986,,,MSS,1.938477495,1.9913947,,39.47,,MM1R is a dexamethasone resistant line derived from MM1. ;MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).,1659818,ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_8792,,ATCC:CRL-2974,ATCC,CRL-2974,Homo Sapiens,Female,Black,42,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Steroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00091,SIDS00846,SIDP00754,,OVCAR-5,NIH:OVCAR-5;OVCA5,Ovary,Ovarian Carcinoma,C105555,Unknown,Unknown,High Grade Ovarian Serous Adenocarcinoma,Cell Line,Unknown,,,,,,,MSS,2.384683288,2.621600667,,23.08,Suspected mis-identification. Originally thought to be a high grade ovarian serous adenocarcinoma but suspected to have a upper gastrointestinal origin (DOI: 10.1093/nar/gkw578).,,905969,ACH-001151,OVCAR5_OVARY,CVCL_1628,,NCI:OVCAR-5,NCI,OVCAR-5,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01137,SIDS00335,SIDP00282,,PANC-04-03,Panc 4.03;Pa17C;Pa017C;PL5,Pancreas,Pancreatic Carcinoma,C9120,Tumour,Pancreas,Pancreatic Ductal Adenocarcinoma,Cell Line,Adherent,,3,4,1995,,,MSS,2.69742125,2.818573246,,25.55,,,1298476,ACH-000235,PANC0403_PANCREAS,CVCL_1636,,ATCC:CRL-2555,ATCC,CRL-2555,Homo Sapiens,Male,White,70,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00215,SIDS00608,SIDP00537,,SNU-283,NCI-SNU-283,Large Intestine,Colorectal Carcinoma,C9383,Metastasis,Omentum,Rectal Adenocarcinoma,Cell Line,Adherent,,1,11,1989,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,MSS,3.525314958,3.791504246,,34.47,,,1659929,ACH-000708,SNU283_LARGE_INTESTINE,CVCL_5044,,KCLB:283,KCLB,283,Homo Sapiens,Female,East Asian,62,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00321,SIDS01082,SIDP00971,,TYK-nu,,Ovary,Ovarian Carcinoma,C105555,Tumour,Unknown,High Grade Ovarian Serous Adenocarcinoma,Cell Line,Unknown,,,,,,,MSS,2.356100422,2.540065229,,32.87,,,909774,ACH-000430,TYKNU_OVARY,CVCL_1776,,JCRB:JCRB0234.0,JCRB,JCRB0234.0,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01372,SIDS01460,SIDP01341,,SNU-213,,Pancreas,Pancreatic Carcinoma,C9120,Tumour,Pancreas,Pancreatic Ductal Adenocarcinoma,Cell Line,Adherent,Unknown,,,,10.1007/s00441-001-0510-y,12037578,,,2.907232878,,22.37,,,,ACH-000266,SNU213_PANCREAS,CVCL_5034,,KCLB:00213,KCLB,213,Homo Sapiens,Male,East Asian,65,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00162,SIDS00623,SIDP00552,,SNU-245,NCI-SNU-245,Biliary Tract,Biliary Tract Carcinoma,C4436,Tumour,Common Bile Duct,Cholangiocarcinoma,Cell Line,Adherent,,,,,10.1038/sj.bjc.6600440,,,,3.126012405,,25.29,,,,ACH-000268,SNU245_BILIARY_TRACT,CVCL_5038,,KCLB:00245,KCLB,245,Homo Sapiens,Unknown,East Asian,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00633,SIDS00194,SIDP00157,,MDA-MB-175-VII,MDA-175,Breast,Breast Carcinoma,C4194,Metastasis,Pleural effusion,Invasive Ductal Carcinoma Not Otherwise Specified,Cell Line,Semi-Adherent,,,,1973,,,MSS,3.627055354,3.969136227,,39,,,908120,ACH-000759,MDAMB175VII_BREAST,CVCL_1400,,ATCC:HTB-25,ATCC,HTB-25,Homo Sapiens,Female,Black,56,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00434,SIDS01122,SIDP01009,,MOLP-8,,Haematopoietic and Lymphoid,Plasma Cell Myeloma,C3242,Tumour,Peripheral blood,Plasma Cell Myeloma,Cell Line,Suspension,,,,2002,,,MSS,2.976832873,2.100115065,,39.39,,,1330950,ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2124,,DSMZ:ACC-569,DSMZ,ACC-569,Homo Sapiens,Male,East Asian,52,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01336,SIDS01458,SIDP01339,,SNU-1105,,Central Nervous System,Glioblastoma,C3058,Tumour,Brain,Glioblastoma,Cell Line,Adherent,Unknown,,,,10.1290/1071-2690(2001)037<0625:EACONH>2.0.CO;2,11776963,,,1.949098395,,23.45,,,,ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,CVCL_5010,,KCLB: 01105,KCLB,1105,Homo Sapiens,Male,Unknown,61,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00958,SIDS00486,SIDP00423,,CML-T1,,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,C3174,Tumour,Peripheral Blood,Chronic Myelogenous Leukemia,Cell Line,Suspension,,,,1987,,,MSI,1.9645276,1.990943965,,143.42,,,910951,ACH-000920,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1126,,DSMZ:ACC-7,DSMZ,ACC-7,Homo Sapiens,Female,Unknown,36,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00859,SIDS00120,SIDP00096,,Farage,Farage OL;Farage Original Line,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C8851,Tumour,Lymph node,Diffuse Large B-Cell Lymphoma,Cell Line,Suspension,,,,1990,,,MSI,1.975276974,1.999610778,,116.76,,,1297449,ACH-001498,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_3302,,ATCC:CRL-2630,ATCC,CRL-2630,Homo Sapiens,Female,White,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00783,SIDS00044,SIDP00033,,HCT-116,,Large Intestine,Colorectal Carcinoma,C4910,Tumour,Unknown,Colon Carcinoma,Cell Line,Adherent,,,,,,,MSI,1.97598793,2.054346682,,237.5,,,905936,ACH-000971,HCT116_LARGE_INTESTINE,CVCL_0291,,NCI:HCT-116,NCI,HCT-116,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00588,SIDS00970,SIDP00868,,HSC-4,,Head and Neck,Oral Cavity Carcinoma,C4648,Tumour,Tongue,Tongue Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.429424602,3.628351075,,33.45,,,907062,ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,CVCL_1289,,JCRB:JCRB0624,JCRB,JCRB0624,Homo Sapiens,Male,East Asian,64,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00663,SIDS00164,SIDP00130,,Hs-939-T,,Skin,Melanoma,C3224,Tumour,Unknown,Melanoma,Cell Line,Adherent,,,,,,,MSS,1.94164211,1.972525504,,57.03,,,1298144,ACH-000814,HS939T_SKIN,CVCL_1036,,ATCC:CRL-7690,ATCC,CRL-7690,Homo Sapiens,Female,White,24,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00066,SIDS00801,SIDP00715,,TE-7,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Unknown,Unknown,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,CVCL_9972,,unknown:unknown,unknown,unknown,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00076,SIDS00802,SIDP00715,,TE-13,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Unknown,Unknown,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,CVCL_4463,,unknown:unknown,unknown,unknown,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00089,SIDS00848,SIDP00755,,NCI-ADR-RES,,Ovary,Ovarian Carcinoma,C105555,Unknown,Unknown,High Grade Ovarian Serous Adenocarcinoma,Cell Line,Unknown,,,,,,,,,,,,,NCI-ADR-RES has been shown to be derivitive of OVCAR-8 (ICLAC),,,,CVCL_1452,,NCI:NCI-ADR-RES,NCI,NCI-ADR-RES,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00106,SIDS00871,SIDP00775,,NCI-H125,,Lung,Other Solid Cancers,C9133,Unknown,Unknown,Adenosquamous Lung Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,"NCI-H125 and NCI-H513 have been show to be cross contaminated (ATCC, ICLAC)",,,,CVCL_3968,,Unknown:Unknown,Unknown,Unknown,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00109,SIDS00867,SIDP00772,,SNB19,,Central Nervous System,Glioma,C60781,Tumour,Left parieto-occipital lobe,Astrocytoma,Cell Line,Adherent,,,,,,,,,,,,,B2-17 has been shown to be a derivitive of U251.;SNB19 has been shown to be a derivitive of U251 (ICLAC).,,ACH-001198,SNB19_CENTRAL_NERVOUS_SYSTEM,CVCL_0535,,DSMZ:ACC325,DSMZ,ACC325,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00110,SIDS00866,SIDP00772,,B2-17,,Central Nervous System,Glioma,C60781,Tumour,Neural,Astrocytoma,Cell Line,Adherent,,,,,,,,,,,,,B2-17 has been shown to be a derivitive of U251.;SNB19 has been shown to be a derivitive of U251 (ICLAC).,,,,CVCL_2864,,JCRB:IFO50361,JCRB,IFO50361,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00071,SIDS00023,SIDP00018,,COLO-320,Co320;COLO 320F,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Unknown,Colon Adenocarcinoma,Cell Line,Unknown,,,,,,,,,,,,,COLO-320 and COLO-320-HSR share common ancestry.,1290773,ACH-000202,COLO320_LARGE_INTESTINE,CVCL_1989,,DSMZ:ACC144,DSMZ,ACC144,Homo Sapiens,Female,White,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00010,SIDS00773,SIDP00692,,Malme-3,,Skin,Non-Cancerous,C45714,Normal,Skin,Non-Cancerous,Cell Line,Unknown,,,,,,,,,,,,,"Malme-3M is a tumour line isolated from the same patient as Malme-3, a normal skin fibroblast (ATCC).",,,,CVCL_1437,,ATCC:HTB-102,ATCC,HTB-102,Homo Sapiens,Male,White,43,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00713,SIDS00266,SIDP00220,,NCI-H2052,H2052_MM,Lung,Mesothelioma,C45663,Metastasis,Pleural effusion,Pleural Sarcomatoid Mesothelioma,Cell Line,Adherent,,,9,1988,,,MSS,3.875561742,4.421638288,,22.08,,NCI-BL2052 is a lymphoblastoid line derived from the same patient as NCI-H2052 (ATCC).,688058,ACH-000153,NCIH2052_PLEURA,CVCL_1518,,ATCC:CRL-5915,ATCC,CRL-5915,Homo Sapiens,Male,White,65,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00557,SIDS01001,SIDP00895,,KP-N-RT-BM-1,,Peripheral Nervous System,Neuroblastoma,C3270,Metastasis,Bone marrow,Neuroblastoma,Cell Line,Unknown,,,,,,,MSS,1.912747703,1.94833559,,30.47,,,924189,ACH-000345,KPNRTBM1_AUTONOMIC_GANGLIA,CVCL_1339,,JCRB:IFO50432,JCRB,IFO50432,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00355,SIDS01047,SIDP00940,,RERF-LC-MS,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Unknown,,,,,,,MSS,4.332774355,2.266142729,,29.34,,,910931,ACH-000062,RERFLCMS_LUNG,CVCL_1655,,JCRB:JCRB0081,JCRB,JCRB0081,Homo Sapiens,Male,East Asian,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01254,SIDS00056,SIDP00044,SIDM00808,P3HR-1,P3HRI;P3HR1-BL;P3J HR-1;P3J HR1-K,Haematopoietic and Lymphoid,Burkitt's Lymphoma,C27694,Tumour,Ascites,Epstein-Barr Virus-Related Burkitt s Lymphoma,Cell Line,Suspension,,,,,,,,,1.953454396,,30.34,,P3HR-1 is a clonally derived subline of Jiyoye.;2B8 is a HAT sensitive fusion cell line derived from the P3HR-1 (ATCC).,1330988,ACH-000707,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2676,,ATCC:HTB-62,ATCC,HTB-62,Homo Sapiens,Male,Black,7,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01694,SIDS01597,SIDP01535,,KASUMI-2,,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,C8644,Tumour,Bone Marrow,B Acute Lymphoblastic Leukemia,Cell Line,Suspension,Unknown,,,,,,,,1.973847037,,44.34,,,,ACH-000728,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,DSMZ:ACC 526,DSMZ,ACC 526,Homo Sapiens,Male,Unknown,15,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01445,SIDS01468,SIDP01349,,SNU-601,,Stomach,Gastric Carcinoma,C5250,Metastasis,Ascites,Signet Ring Cell Gastric Adenocarcinoma,Cell Line,Adherent,Unknown,,,,10.1002/(SICI)1097-0215(19970207)70:4<443::AID-IJC12>3.0.CO;2-G,,,,1.991202163,,34.03,,,,ACH-000736,SNU601_STOMACH,CVCL_0101,,KCLB:00601,KCLB,601,Homo Sapiens,Male,East Asian,34,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00697,SIDS00225,SIDP00184,,NCI-H1436,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Lymph node,Small Cell Lung Carcinoma,Cell Line,Suspension,,,6,1986,,,MSS,2.015223357,2.069392845,,70.13,,,908469,ACH-000830,NCIH1436_LUNG,CVCL_1471,,ATCC:CRL-5871,ATCC,CRL-5871,Homo Sapiens,Male,White,39,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00618,SIDS00979,SIDP00876,,JHH-1,,Liver,Hepatocellular Carcinoma,C3099,Tumour,Gall Bladder,Hepatocellular Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.77649252,4.222362276,,45.92,"Originally thought to be of human origin but found to be from mouse (PMID: 20143388, Cellosaurus).",,1298151,ACH-000620,JHH1_LIVER,CVCL_2785,,JCRB:JCRB1062,JCRB,JCRB1062,Homo Sapiens,Male,East Asian,50,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00550,SIDS01008,SIDP00902,,KYSE-50,KY-50,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Unknown,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown,,,,,,,MSS,3.361218138,2.990607183,,38.82,,,1298222,ACH-002264,KYSE50_OESOPHAGUS,CVCL_1360,,JCRB:JCRB0189,JCRB,JCRB0189,Homo Sapiens,Male,East Asian,58,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00762,SIDS00255,SIDP00211,,NCI-H1944,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Soft tissue,Lung Adenocarcinoma,Cell Line,Adherent,,,6,1988,,,MSS,2.128046045,2.191113479,,44.05,,,1240185,ACH-000414,NCIH1944_LUNG,CVCL_1508,,ATCC:CRL-5907,ATCC,CRL-5907,Homo Sapiens,Female,White,62,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01169,SIDS00412,SIDP00355,,TOV-21G,,Ovary,Ovarian Carcinoma,C40078,Tumour,Ovary,Ovarian Clear Cell Adenocarcinoma,Cell Line,Adherent,,,10,1991,,,MSI,2.020942226,2.045473911,,92.71,,,1240222,ACH-000885,TOV21G_OVARY,CVCL_3613,,ATCC:CRL-11730,ATCC,CRL-11730,Homo Sapiens,Female,Unknown,62,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00343,SIDS01098,SIDP00987,,LN-405,,Central Nervous System,Glioblastoma,C3058,Tumour,Unknown,Glioblastoma,Cell Line,Adherent,,,,1986,,,MSS,4.779817203,4.195347603,,26.5,,,910694,ACH-002268,LN405_CENTRAL_NERVOUS_SYSTEM,CVCL_1378,,DSMZ:ACC-189,DSMZ,ACC-189,Homo Sapiens,Female,Unknown,62,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00614,SIDS00983,SIDP00880,,JHH-7,FLC-7;Functional Liver Cell-7,Liver,Hepatocellular Carcinoma,C3099,Tumour,Unknown,Hepatocellular Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.983507404,3.096521152,,71.37,,,1240160,ACH-000848,JHH7_LIVER,CVCL_2805,,JCRB:JCRB1031,JCRB,JCRB1031,Homo Sapiens,Male,East Asian,53,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
